title,label
"Wahre Größe: Sportler verkauft Silbermedaille, um Jungen zu retten.",1
Börse: Google kommt in Turbulenz,0
Bad Aibling: Richtfest für erstes Holz-Hochhaus Deutschlands,0
Bürgermeister von New York City verärgert über Actionspiel,0
"14 Dinge, die sich in anderen Dingen versteckt haben",1
"Gute Gründe, Bananenschalen nicht wegzuschmeißen.",1
Gemobbte Frau postet jeden Tag ein Selfie,1
10 verrückte Familienerlebnisse,1
Altbundespräsident Kurt Waldheim in Wiener Krankenhaus,0
Baden-Württembergische Schüler sprechen sich für die Dreigliedrigkeit des Schulsystems aus,0
Antrag gegen Haltung von Mastkaninchen in Bundestagsausschuss abgelehnt,0
"9 Fehler, die Hotelgäste laut Zimmermädchen machen",1
BASF plant Übernahme des US-Konzerns Engelhard,0
Ab Montag: Bahnkunden müssen mit Streiks rechnen,0
Blechdosen-Upcycling: 17 schöne und praktische Ideen,1
Baupfusch: 17 lustige Bilder von Elektriker-Fails,1
18 Bücherregal-Dioramen und ungewöhnliche Buchstützen,1
Adidas-Salomon erhöht Dividende,0
Angela Merkel als CDU-Vorsitzende mit großer Mehrheit wiedergewählt,0
12 Frauen zeigen ihre Körper nach der Schwangerschaft,1
17 Deko- und Upcycling-Ideen aus alten Küchenutensilien,1
Ahmadinedschad warnt erneut vor Militärschlag gegen sein Land,0
Süßer Anblick: 8-Jähriger hilft kleiner Schwester beim Trinken. ,1
Dieser Farbentest ermittelt deine Persönlichkeit.,1
Bayer sticht Merck im Kampf um Übernahme von Schering aus,0
Architektenentwurf für Spaceport America ausgewählt,0
Aus alten CDs funkelnde Discokugel herstellen. ,1
10 Leute mit genetischen Besonderheiten,1
"23 Leute, die überhaupt kein Schamgefühl kennen",1
"16 Katzen, die ihre Besitzer zum Lachen bringen",1
Brinkhoff-Brauerei in Dortmund wird geschlossen,0
15 Vorher-nachher-Bilder von ehemaligen Alkoholikern,1
Argentiniens Ex-Diktator Videla zu lebenslanger Haft verurteilt,0
Amerikanisch-Samoa: Rufe nach vollständiger Autonomie werden lauter,0
Diese Lavendel-Limonade tut gleich mehrfach gut.,1
Arabische Bewohner von Kirkuk sollen umgesiedelt werden,0
Am 31. Dezember 2011 verjähren Schadensersatzansprüche von Anlegern,0
BAB 6 bei Kaiserslautern: LKW-Unfall mit Gefahrstoffaustritt,0
Abtreibungsgegner protestieren in Berlin mit Schweigemarsch,0
ADAC-Mitgliederzahl stark angestiegen,0
"17 Hacks für Singles, die von Einfallsreichtum zeugen",1
23 Tote bei Transrapidunglück,0
12 lustige Katzen-Situationen,1
Australien: Regierung reagiert mit Freigabe der Jagd auf Zunahme von Haiangriffen,0
"7 Küchen-Regeln, die nicht stimmen",1
"Dieser Test verrät dir, welcher Disney-Charakter du bist.",1
Lustige Werbung auf Autos: 15 Bilder von Guerilla-Werbung,1
Diese Tierschutzgesetze sollten ein Vorbild für alle sein,1
Bayerische Alpen: Urlauber stornieren Buchungen wegen Bruno-Abschuss,0
Witz des Tages: Mann rächt sich für Bett-Enttäuschung,1
Aktion gegen (Bananen-)Software-Patente,0
10 Upcycling-Ideen aus Schirmen zum Selbermachen,1
Ankara: Syrisches Passagierflugzug zur Landung gezwungen - Militärgüter an Bord?,0
10 Antworten von Müttern auf nervige Sprüche von Großeltern,1
"Aussaat im September: 10 Gemüsesorten, die noch ins Beet können",1
Afghanistan: Drei britische Soldaten von uniformiertem Mann erschossen,0
"Leckere Kekse mit Giotto, die aussehen wie Pfirsiche",1
Barak: „Krieg bis zum bitteren Ende“ – Israelische Luftwaffe bombardierte weiter Ziele im Gazastreifen,0
Atombombentest in Nordkorea löst weltweite Proteste aus,0
"16 Katzen, die nicht zu den Klügsten gehören",1
Boeing 737-800 mit 155 Menschen in Brasilien abgestürzt,0
"14 Katzenbesitzer, die immer gut lachen haben",1
Ein Telefonanruf rettet der Bulldogge das Leben.,1
"17 Tattoos, die Narben zu etwas Außergewöhnlichem machen",1
Betrügereien beim Jobcenter in Bremerhaven aufgedeckt,0
Atomalarm in Japan – Explosionen im Kernkraftwerk Fukushima I,0
Bangkok: Thailands Regierung wegen Wahlbetrugs aufgelöst,0
Lustige Bilder: 20 verrückte Flughafen-Momente,1
"Momente aus der Natur, die niemand erwartet hat",1
Frau hält den letzten Tag ihrer geliebten Hündin in Bildern fest.,1
Beim Versicherungskonzern AMB Generali fallen Arbeitsplätze weg,0
Knutschfleck löst bei 17-Jährigem tödlichen Schlaganfall aus.,1
Ausnahmezustand in Pakistan aufgehoben,0
Algerien setzt Flüchtlinge trotz EU-Hilfen in der Sahara aus,0
Alaskas Gouverneurin Sarah Palin kündigte Rücktritt an,0
Aufklärung eines Mordes nach über 320 Jahren,0
"Auf frischer Tat - Mann erwischt Frau mit ""Freund"" im Bett. ",1
Aktuelle Stunde im Bundestag zu den Flüchtlingen aus Nordafrika,0
Um Körper dieses Jungen steckt ein riesiger Fremdkörper.,1
9. Mai: Europatag erinnert an Aufruf von Robert Schuman,0
"13 Eltern, die etwas Gutes tun wollten, aber versagt haben",1
"4 saugefährliche Mittel, die man früher für gesund hielt",1
Bau von Minaretten in der Schweiz verboten,0
Amnesty international fordert Auslieferung,0
Aus für deutsche BenQ-Siemens-Handys,0
Einfacher Kuchen mit besonderem Muster dank Kakaopulver,1
Ausgangssperre in Myanmar aufgehoben – Druck auf Militärjunta wächst weiter,0
Anschlag in Çeşme,0
Auto Club Europa: Straßenzustand in Deutschland ist dramatisch schlecht,0
Verschwundene Katzen finden nach Jahren den Weg nach Hause,1
Was kann man gegen Hämorrhoiden machen? 5 Hausmittel,1
DIY Halloween Kostüme | Verkleidung für die Halloween Party,1
Amtsenthebungsverfahren gegen die philippinische Präsidentin Arroyo gescheitert,0
In 60 Minuten ein Designer-Regal - so geht's!,1
Australische Soldaten gehen mit Fahrrad auf Patrouille,0
Obdachloser wird mit seinem Sohn wiedervereint.,1
Atommülltransport aus dem Zwischenlager Ahaus nach Russland nicht genehmigt,0
"6 Dinge, die in anderen Ländern im Supermarkt verboten sind",1
Arbeitsmarkt: über 720.000 Kurzarbeiter im Februar 2009,0
Angst in Moskau nach Terroranschlägen,0
Ariane soll 2005 noch viermal starten,0
No-Go-Lebensmittel in den 4 Phasen des Menstruationszyklus,1
Boeing 777-200LR stellt neuen Weltrekord auf,0
"19 Tricks, wie du Haarspülung außerdem benutzen kannst.",1
Airbus-Sanierung: Arbeitsniederlegungen für den Erhalt von Arbeitsplätzen,0
22. Februar 2005: Deutschland bereitete sich auf den Besuch des US-Präsidenten Bush vor,0
Wann helfen Kinesio-Tapes? 10 Schmerzen und Beschwerden,1
"15 Gesichter, hinter denen ein und dieselbe Frau steht",1
Airbus: Militärtransporter A400M absolviert erfolgreichen Jungfernflug,0
Anschlag auf Präsident Osttimors,0
"10 Tattoos, die nach Jahren verblasst sind",1
"10 toxische Verhaltensweisen von Eltern, die Kindern schaden",1
"Er kauft 120 Meter Plastik, die sein Haus vor den Fluten retten.",1
Bangkok: Ministerpräsident Abhisit kündigt schärferes Vorgehen gegen „Rothemden“ an,0
Albanien: Demonstranten fordern Rücktritt des Ministerpräsidenten Edi Rama,0
Zum Lachen: 16 witzige Polizei-Tweets,1
Angela Merkel zur ersten deutschen Bundeskanzlerin gewählt,0
"17 Kinderfotos, für die sich Erwachsene heute schämen",1
Anlässlich der Revolutionsfeier erklärt sich der Iran zum „Atomstaat“,0
Kinderleicht: 17 clevere Tricks von Eltern für Eltern,1
Bayerische Studenten müssen ab 2007 zahlen,0
Wie man aus einer Coladose eine Popcorn-Maschine macht.,1
"16 Haustiere, die die Lachmuskeln strapazieren",1
"Einfache Zaubertricks, die absolut jeden begeistern",1
Aachen: Europäisches Wissenschaftsparlament nimmt seine Arbeit auf,0
Wie verhält man sich bei einem Wildschwein-Angriff? ,1
Audi dementiert: Keine Produktion im VW-Werk Emden geplant,0
"Läufer wird mit dem Hund wiedervereint, der ihn auf 250-km-Lauf begleitete.",1
Anklage fordert 7 Jahre Haft für Timoschenko,0
Unheimliche Fotos von möglichen Geistererscheinungen.,1
"Bulgur Grieß Teig mit Couscous, Camembert oder Bolognese",1
Ban Ki-moon wird Nachfolger von UN-Generalsekretär Kofi Annan,0
"Mann rächt sich an Frau, die ihn für teure Dates benutzt hat",1
14 peinliche Hochzeitsmomente,1
"17 Tricks und Ideen, Geldgeschenke richtig zu verpacken",1
Antrag eingegangen: Schröder stellt am Freitag im Parlament die Vertrauensfrage,0
Besonders saftige Schweinekeule vom Grill mit Coleslaw,1
"20 Konstruktions-Fails, die zum Schreien komisch sind",1
Chinesischer Bauer verklagt Chemiegiganten,0
Bremer Unternehmen OHB Technology erhält Großauftrag für das europäische Navigationssystem Galileo,0
Anti-Stalking-Gesetz: Bundestag schafft neuen Straftatbestand,0
Mädchen mit winzigen Gliedmaßen muss in einem Waschkübel leben.,1
Die 7 besten Blumenkohl-Rezepte der Welt,1
"14 Orte, die beim Putzen oft übersehen werden",1
BMW plant Streichung mehrerer tausend Stellen in Deutschland,0
"11 Anblicke, die Leute gehörig erschreckt haben",1
Das sind die 27 peinlichsten Babyfotos. Die MUSST du sehen.,1
Ein süßes Team: Löwe und Tiger sind unzertrennlich.,1
Amazon Dash Buttons verletzen deutsches Recht,0
Bayerischer Grünen-Politiker Sepp Daxenberger gestorben,0
Apple-Gründer Steve Jobs gestorben,0
25 tote Zugvögel in Rheinland-Pfalz entdeckt,0
Bundesregierung plant Änderung des Baugesetzbuches,0
Frischgebackener Papa schreibt nach Geburt Brief an Ehefrau,1
Außenminister Steinmeier gab Interview zu Irankonflikt,0
13 Partnerkostüme für Halloween,1
Brasilien: Deutsche Bank an Korruptionsskandal beteiligt,0
Air Berlin will LTU übernehmen,0
"14 Fotos, die jede schlechte Laune vertreiben",1
Frau befreit Hundewelpen aus zugeknoteter Mülltüte.,1
Auch Starchaser will von Spaceport America starten,0
Chemie-Industrie: Weltkonzerne pokern um die Macht,0
"Bundeskartellamt: Deutsche Kaffeeröster Dallmayr, Tchibo und Melitta wegen Preisabsprachen abgestraft",0
Körpereinsatz! Internet feiert engagiertesten Klempner der Welt.,1
15 seltene Fotos zeigen verborgene Geheimnisse,1
15 unheimliche Bilder: Das sind Italiens Geisterstädte,1
Maskenpflicht: 20 verrückte und lustige Masken,1
Witz des Tages: Mann überrascht Frauen beim Nacktbaden auf seinem Grundstück.,1
Ausschreitungen bei Demonstrationen in Bern,0
Essbarer Obstkorb aus Blätterteig mit Mascarponecreme,1
"Neufundländische Stadt Gander lud tausende Fluggäste ein, die nach dem 11. September dort gestrandet waren.",1
"6 Klischees früherer Generationen, die absolut veraltet sind",1
Persönlichkeitstest errät: Wie ist dein eigentlicher Vorname?,1
"10 angepasste Einrichtungen, die aus IKEA-Möbeln gemacht sind.",1
Alibaba erhöht den Preis für sein Aktienangebot,0
Bangkok: Oppositionelle „Rothemden“ demonstrieren für Rücktritt der Regierung,0
Junges Paar macht mit todkrankem Hund eine letzte Reise.,1
5 DIY Ideen mit Eiswaffeln | zum Basteln und Naschen,1
Australien: Geheimdienst richtet Zentrum zur Abwehr von Cyberangriffen ein,0
Himmlische Butternut Kürbis Pizza | Butternut Kürbis Rezept,1
Afghanistan: Zwei deutsche Soldaten erschossen,0
Baden-Württemberg: Kretschmann zum ersten grünen Ministerpräsidenten vereidigt,0
17 Bilder zeigen durch die Zeit abgenutzte Dinge,1
14 gefährliche Design-Fails,1
Airbus-Nachforderungen für den A400M: Regierung zeigt sich unnachgiebig,0
Aufgrund von Sicherheitsbedenken wurde hunderten Deutschen die Einreise verweigert,0
"19 Hunde, die ihre Besitzer an deren Grenzen bringen",1
Schimpfende Papageien bringen Zoobesucher zum Lachen,1
7 schaurig-schöne Halloween Rezepte für die Halloween Party,1
"Junge, der nicht älter als 2 Jahre werden sollte, feiert 30. Geburtstag.",1
Junge Frau bekommt durch die Pille einen Schlaganfall.,1
Nudeln selber machen – von Farfalle bis Tortellini | Nudelteig,1
Blauhäher tröstet schwerkranke Retterin Dina Theissen,1
"20 Bilder beweisen, dass die Welt ein schöner Ort sein kann",1
Die Anleitung dieser Mutter für ihre Kinder ist echt zum Schießen.,1
Toll: Nachbarn helfen alter Dame heruntergekommenes Haus zu renovieren. ,1
Bayer soll Stellenabbau bei Tochterunternehmen Schering planen,0
Ablösung des deutschen Kriegsschiffs „Mecklenburg-Vorpommern“ im Libanon,0
Alternative Nobelpreise 2009: Politisches und soziales Engagement zum Wohle der Menschen gewürdigt,0
Wunderschönes Video von einer einzigartigen Begegnung im Meer.,1
Annan-Vorstoß zur Reformierung der UN gescheitert,0
Arbeitgeberpräsident Dieter Hundt kritisierte die deutsche Bundesregierung,0
"Kündigungen, die in die Firmengeschichte eingingen",1
Bayern: Umweltminister Söder will Kernkraftwerk Isar I abschalten,0
"14 Bilder, die den Generationsunterschied zeigen",1
Heizungsluft im Winter: Mit 10 Tricks Raumklima verbessern,1
"Diese 30 Dinge sind mehr, als der erste Blick vermuten lässt.",1
"20 brillante Designs, die das Leben verbessern",1
Baden-Württemberg: Fortsetzung der CDU-FDP-Koalition auf Landesparteitagen beschlossen,0
Ostdeutsche Sprache: Mach dieses urst gute Quiz,1
"Hochzeitsplanung: 7 Fehler, die Stimmungskiller sind",1
"Leute, die sich die Wahrheit mit Photoshop zurechtbiegen",1
Witz des Tages: die außerirdischen Ohren,1
Armenischer Airbus stürzte ins Schwarze Meer,0
Herzhafter Hefezopf mit selbst gemachtem Pesto Rosso,1
Bahn und Lokführergewerkschaft unterbrechen Verhandlungen – Drohen neue Streiks in Deutschland?,0
Alkoholfreie Getränkesparte von Brau und Brunnen von Hassia erworben,0
Aufwind am deutschen Arbeitsmarkt hält an – Arbeitslosenquote auf niedrigstem Stand seit 1993,0
Aserbaidschan: Größter privater Fernsehsender abgeschaltet,0
China baut Mondrover für eine Mission im Jahr 2012,0
Baden-Württembergs Innenminister Rech verliert Schirmherrschaft wegen seines Verhaltens bei Stuttgart 21,0
Bangkoks neuer Flughafen Suvarnabhumi eröffnete mit Problemen,0
Bangladesh: Erdrutschsieg für Scheich Hasina,0
 Faszinierende Fakten über unsere Welt,1
"Enchilada, gefüllt mit Hackfleisch, Reis und Kidneybohnen",1
Zahnärzte warnen vor gefährlichem Trend im Internet,1
"4 Frisuren, die deine Haare im Zopf schick aussehen lassen",1
Aachen leidet unter der Luftbelastung,0
Am 15. Dezember wählt das Parlament Thailands einen neuen Ministerpräsidenten,0
Antiterrorgesetz der USA unter Kritik,0
Armee stürmt die israelische Siedlung Kfar Darom,0
Mädchen auf Schwimm-Einhorn wird aus Mittelmeer geborgen,1
"So findest du heraus, ob dein Hund zum Blindenhund taugt.",1
"Gummibärchen, als bunte Pannacotta oder Törtchen zubereitet",1
"Tierlieber Radfahrer fährt 16 km, um Welpen zu retten.",1
Im Lichterglanz: Mann kreiert Kunst aus Holzklötzen und Glasbrocken.,1
100 Tage „Schwarz-Gelb“ in Deutschland: verheerende Bilanz für FDP,0
Barbara Rütting tritt aus den Grünen aus,0
Diese 5 Gründe können einen aufgeblähten Bauch verursachen,1
Diese Eule hat die wohl lustigste Lache aller Zeiten.,1
Anschlagsversuch auf Hamburger Gericht,0
"14 Leute, die sich nicht um Logik scheren",1
Aufrüttelnde Kampagne zeigt Folgen von Telefonieren am Steuer.,1
Bill Gates zieht sich aus dem Tagesgeschäft von Microsoft zurück,0
Ausmaß der Telefonüberwachung 2004 weiter gestiegen,0
Arcor sperrt Zugriff auf Websites mit pornografischen Inhalten,0
In der Scheune dieser 87-Jährigen beginnt eine wundervolle Katzenfreundschaft.,1
Adidas-Salomon bald schuldenfrei,0
Quiz: Die am häufigsten falsch geschriebenen deutschen Wörter,1
Auf den Punkt gebracht: 15 witzige Tweets über die Ehe,1
Chili con Carne de luxe: Chili in einer Hackfleisch-Schale,1
Afrikanische Union lehnt ausländischen Militäreinsatz in Libyen ab,0
Auswärtiges Amt verschärft Sicherheitshinweise für Reisen in die Türkei,0
Almunia fordert die Errichtung eines Energiebinnenmarktes,0
Angela Merkel als Bundeskanzlerin wiedergewählt,0
Ein trauriger Babyelefant tröstet seine sterbende Mutter.,1
"Baby, dessen Herz 8 Minuten lang stillstand, wird tiefgekühlt und erholt sich vollständig.",1
"""Mein Engel"": Nachricht von Mutter an ihr totes Kind rührt zu Tränen.",1
Ariane 5 transportierte „Syracuse-3B“ und „JCSat 10“ ins All,0
Bahnfahren wird im Dezember wieder teurer,0
Rocker covert Welthit und sorgt für Gänsehaut. Zugabe!,1
18 Fotos enthüllen die Geheimnisse der Natur,1
Tödliches Übergewicht: Matthew Houser nimmt über 270-Kilo ab,1
Astra startet Website zu seinem HD-Plus-Service – Verbraucherschutzzentrale warnt vor verwendetem CI+,0
"1,3 Millionen Bundesbürger in Deutschland haben kostenlos Pakete verschickt",0
Chaos in der Schweiz nach Stromausfall,0
Chiropraktiker heilt krankes Baby mit umstrittener Methode von seinen Koliken.,1
Grusel im Urlaub: 10 unheimliche Reiseziele,1
"14 Tiere, die von ihren Besitzern eiskalt erwischt wurden",1
Originelle und kreative Geschenkverpackungen zum Selbermachen,1
Auch Subaru will in Japan ein Elektroauto auf den Markt bringen,0
"18 Dinge, die wie ganz andere Dinge aussehen",1
19 schwangere Tiere kurz vor der Niederkunft,1
Absatzanstieg bei Opel,0
" 11 Tiere, die auf Tuchfühlung gehen",1
"2 Clafoutis Rezepte, herzhaft mit Feigen oder süß mit Birnen",1
Alibaba-Aktie gewinnt 38 Prozent am ersten Handelstag,0
Anschlagserie auf ISAF-Schutztruppe in Afghanistan verübt,0
"14 geniale Anwendungen für Tigerbalsam, die du sicher noch nicht kennst!",1
"Der Junge hat die perfekte Antwort für ein Kind, das ihn wegen seiner Turnschuhe auslacht.",1
Endlich nie mehr nasse Füße in Stoffschuhen mit Kerzenwachs!,1
Ab 2006 nonstop von Köln/Bonn nach New York,0
So bekommst du deinen ganzen Kleiderschrank ins Handgepäck.,1
Straßenhund wird von seinen Rettern rasiert und ist kaum wiederzuerkennen.,1
"11 Mitglieder im Fitnessstudio, die einfach nur eklig sind",1
75 Jahre Coca-Cola in Deutschland: Zwischen „American way of life“ und Globalisierung,0
Außenminister Steinmeier sagt Syrien-Reise ab,0
Ab dem Schuljahr 2006/07 gelten einheitliche Rechtschreibregeln,0
12. Gipfel der Organisation für Islamische Zusammenarbeit in Kairo beendet,0
Afghanistan: Nachzählung der Stimmen zur Präsidentenwahl beendet,0
Chinesischer Fahrradverleiher Mobike meldet Einschränkungen,0
China sorgt für Unsicherheit in der Abfallwirtschaft,0
Auswärtiges Amt rät von Reisen nach ganz Ägypten ab,0
Ab sofort „*.eu-Domain“ erhältlich,0
Afghanischer Luftwaffenpilot tötet im Streit mindestens sechs ISAF-Soldaten,0
Al-Qaida bekennt sich zu Bhutto-Attentat,0
Baden-Württemberg: EDEKA nimmt US-Reis aus den Regalen,0
"Kristy Watson postet Bilder ihres verstorbenen Babys, um zu warnen",1
Es kann so viel: 9 Life Hacks mit Mundwasser,1
Bayerische ödp überschreitet kurz vor Landtagswahl die 4000-Mitglieder-Grenze,0
Fritzchen-Witz: Mutter beim Fremdgehen erwischt,1
"19 Wahlplakate, bei denen du heulst vor Lachen. ",1
16 lustige Hundetweets über die Gedanken eines Hundes,1
Bridgestone ist optimistisch für 2006,0
Chaos bei Neueröffnung eines neuen Terminals im Flughafen Heathrow,0
Introvertiert? Test verrät deine Persönlichkeit,1
"15 Bilder, bei denen der Zufall Meister der Perfektion ist",1
Call-Center-Mitarbeiter: Buchstabieren Sie bitte „Totalausfall“,0
Ausstellung zum Tschernobyl-Tag in Bremen abgesagt,0
Originelles Bettkopfteil: 15 Ideen für dein Schlafzimmer,1
"Angela Merkel, der Dalai Lama und chinesische Verstimmungen",0
Afghanistan: US-Soldaten haben nach Medienberichten 40 afghanische Zivilisten erschossen,0
16 witzige Fotos von süßen schwarzen Katzen,1
Dank Pubertät vom hässlichen Entlein zum schönen Erwachsenen,1
16 witzige Tierfotos,1
Am 5. Januar 2005 starb Alfred Freiherr von Oppenheim,0
16 lustige Bilder von sinnlosen Dingen,1
Angeblich Werksschließungen bei MAN,0
ARD strahlt nach Protesten das Putin-Interview vollständig aus,0
Anonymous hackt sich bei US-Sicherheitsunternehmen ein und bucht 1 Million Dollar für gemeinnützige Zwecke ab,0
Antrittsbesuch: Merkel zu Besuch bei Trump in Washington D.C.,0
Baby Luna Musa schneidet grimmige Grimassen,1
Afghanische Politikerin in Kandahar erschossen,0
Aktienspekulation zum Jahresende: 2 Millionen Solarworld-Aktien umgesetzt,0
Jane Slater entlarvt mit Fitnessband untreuen Ex-Freund,1
Baden-Württemberg: SPD kritisiert Schwindel mit Studiengebühren,0
China erlässt Ausfuhrbeschränkungen für seltene Erden,0
Bundesnetzagentur will Lohn-Dumping-Vorwürfen gegen Post-Konkurrenten nachgehen,0
Albanien erfüllt EU-Bedingungen immer noch nicht,0
Amtliches Endergebnis erst im November?,0
Bayerischer Gesetzesentwurf gegen „Killerspiele“ beim Bundesrat vorgelegt,0
Aus für die Steinkohleförderung in Deutschland,0
Berlin hat Klagefrist verschlafen – Reichsvermögen bleibt beim Bund,0
16-jähriger US-Amerikaner reiste für Schulprojekt in den Irak,0
Mit cremig-würzigem Hähnchen gefüllter Kartoffelrösti,1
Afghanistan: Afghanischer Soldat nach Erschießung französischer Soldaten zum Tode verurteilt,0
Athen: Explosion in US-Botschaft,0
Lustiges Video: Mann in Hundesalon tanzt mit vierbeinigen Kunden. ,1
15 absurde Begegnungen im Supermarkt,1
Zuckersüßes Duett - Papageien singen vor Kamera ein Ständchen.,1
"Als die Frau ihr Kind stillt, wird sie öffentlich beleidigt.",1
Angst vor Krieg in Georgien,0
Belgischer Hersteller ruft Käsemarke Nazareth Classik zurück,0
Abgeordnetenwatch kritisiert mangelnde Dialogbereitschaft zu Stuttgart 21,0
kinder Riegel selber machen | XXL Schokoriegel,1
Dr. Sarah Gray bekämpft Vorurteile gegenüber Tätowierungen,1
"Teebeutel, Kassenzettel und Luftpolstertasche: 14 häufige Fehler bei Mülltrennung und Recycling",1
"Fernanda Ramirez sticht Tattoos, die wie gestickt aussehen",1
ASEAN: Myanmar will ausländische Hilfe begrenzt zulassen,0
Ariel Scharon hat heute 78. Geburtstag,0
Attentat in Karatschi fordert 136 Menschenleben,0
Diese Erziehungsmethoden sind heute nicht mehr akzeptabel,1
Arbeitslosenzahlen Oktober 2005,0
Afghanistan: Fragestunde im Bundestag zu Vorfällen in Taloqan,0
"11 dreiste Katzen, die von „Paparazzi“ erwischt wurden",1
600 Tote oder Vermisste bei Flut in Nordkorea,0
"Knusprig gebackene Bananen, mit Schokolade gefüllt",1
Herbstliche Biskuitrolle mit Kürbis und Buttercreme,1
Arcandor meldet Insolvenz an,0
15 Bilder von lustigem Geschirr,1
"9 Eigenschaften, die dich zu einem schlechten Menschen machen",1
Angela Merkel will ein starkes Augenmerk auf die Bildung legen,0
2006 ergaben sich 99 PKK-Mitglieder,0
Abmahnwelle wegen fehlendem Impressum in Facebook,0
Berliner Verkehrsbetriebe streiken ab 5. März 2008,0
Auch Schwedens Polizei ist jetzt in Erklärungsnot,0
Außerplanmäßige Landung mit 78 Passagieren auf dem Grazer Flughafen Thalerhof,0
Angela Merkel fordert große Koalition in Schleswig-Holstein,0
Bundesumweltminister Altmaier will den Verkauf von Rattengift einschränken,0
Airbus schickt Ersatz-A380 nach Frankfurt,0
Psychotest: Bild verrät Charakter,1
75 Prozent der Abgeordneten für Offenlegung ihrer Nebeneinkünfte,0
Genervte Mutter schreibt genialen Brief an ihren Sohn.,1
Apple-Entwicklerkonferenz WWDC 2019 hat begonnen,0
Bank von England veröffentlichte Namensliste von mutmaßlichen Terroristen,0
"14 Katzen, die sich nichts vorschreiben lassen",1
Ausgesetzter Hund will seine geliebte Decke nicht verlassen,1
Rührendes Wiedersehen zwischen Straßenhund und seinem Retter.,1
"Airbuswerke in Varel, Nordenham und Augsburg werden von EADS-Tochter Premium Aerotec weitergeführt",0
"Frisch und gesund: Pastagericht, komplett im Topf gekocht.",1
Baden-Württemberg: Grün-Rot schließt Koalitionsvertrag,0
6 praktische Tipps gegen stinkenden Mülleimer und Mülltonnen.,1
Matt Cox filmt Bestrafung von Mobber-Tochter,1
"8 Tricks, um mit dem Fingernägel-Kauen aufzuhören",1
Witz des Tages: Ferrarifahrer will ein Schwein haben.,1
Anschlag auf dänische Zeitung „Jyllands-Posten“ vereitelt,0
"12 Menschen, deren Gene uns einen Streich spielen",1
"20 ziemlich blöde, aber lustige Lifehacks",1
Geld sparen beim Wäschewaschen,1
Permanent Make-up: Tattoos von Rodolpho Torres besser als OP,1
Video: Kellnerin erteilt Grabscher eine Lektion,1
"Hund erziehen: 10 Fehler, die alle Hundehalter machen",1
"15 Kinder, die uns mit urkomischen Taten zum Lachen bringen",1
Barack Obama hat die Vorwahlen in Wyoming gewonnen,0
" 12 alte Namen, die heute merkwürdig klingen",1
15 stolze Katzen-Mamas,1
So sahen Halloween-Kostüme früher aus,1
Ayaan Hirsi Ali darf nun doch Niederländerin bleiben,0
Ausnahmezustand im südpazifischen Vanuatu,0
Kürbis ohne Schnitzen: DIY Halloween-Deko-Ideen für den Garten,1
11 lustige Frauen-Tweets über Männer,1
Luke McPherson findet toten Hai in verlassenen Tierpark,1
Kochtipps: 15 Tipps rund ums Kochen,1
Bahnhöfe des Jahres 2006: Hamburg Dammtor und Oberstdorf,0
"Peinliche Fotos: 15 lustige Bilder, die verpatzt wurden",1
Mit einer einfachen Methode erstrahlen Blumen genau wie du es willst.,1
Afghanistan: „Während der Wahl wurde von allen Seiten betrogen“,0
Toastbrot mit Käsekrone und Rührei | Sandwich Rezepte,1
Anstieg rechtsextremer Gewalttaten in Deutschland,0
"15 Dinge, die typisch für die 90er-Jahre waren",1
Bundeskanzlerin Angela Merkel eröffnet das Weltwirtschaftsforum in Davos,0
25. Todestag von Anwar as-Sadat,0
Geisterhaft: Verstorbener Hund wird auf Foto wieder lebendig.,1
15 Sekunden Ruhe am „Tag gegen den Lärm“,0
Aus Wachs und einem Luftballon wird ein Kerzenhalter.,1
Witz des Tages: Eine Liebesnacht mit Folgen,1
"Vater findet ""kreative"" Art der Kinderbetreuung",1
Beeindruckendes Video: Süße 4-jährige Eisläuferin begeistert Publikum. ,1
Alphabet will offenbar bei Lyft einsteigen,0
Ab 2010 strömt Erdgas aus Sibirien nach Deutschland,0
Kommt am nächsten Pizzasamstag auf den Tisch: die Blumenkohl-Pizza.,1
Airbus A380 nimmt weitere Hürde: Notfallübung trotz verletzter Personen erfolgreich,0
Besuchermitfahrten beim Transrapid im Emsland wieder möglich,0
Berlin: Eröffnung des Flughafens Berlin Brandenburg auf Oktober 2013 verschoben,0
AStA der Hochschule Bremen prangert Geldverschwendung an,0
"22 geniale Lippen-Kunstwerke, die zum Staunen und Küssen einladen.",1
15 Kinder mit Flausen im Kopf,1
Afghanistan: Frei gewähltes Parlament konstituierte sich,0
"Ganz besonderer Trick, um sich im Notfall vorm Ertrinken zu retten.",1
17 witzige Photoshop-Fails aus der Werbung,1
"16 Bilder, die ein unbehagliches Gefühl hinterlassen",1
8 absurde Hausmittel aus Omas Zeiten,1
19 fantasievolle Ideen für Kinder - drinnen und draußen.,1
Aufrührern in Xianjiang droht die Todesstrafe,0
Jolanda Stokkermans – Essbare Kunst und Meal Prep ,1
Bundesstaat Illinois: Cyberattacke auf Wasserwerk vermutet,0
"20 Leute, die einzigartige Unikate auf dem Flohmarkt fanden",1
Artikel in der „New York Times“ sorgt für neue Diskussionen über die BND-Aktivitäten in Bagdad,0
Abschluss des Prozesses gegen Bo Xilai,0
Armee des Tschad griff Ziele im sudanischen Norddarfur an,0
